tanggal,komoditas,lokasi,harga
2026-08-10,Kelapa Kupas,Rata-rata DKI Jakarta,14643
2026-08-10,Semangka,Rata-rata DKI Jakarta,12325
2026-08-10,Jeruk Medan,Rata-rata DKI Jakarta,31417
2026-08-10,Daging Kambing,Rata-rata DKI Jakarta,152500
2026-08-10,Daging Babi Berlemak,Rata-rata DKI Jakarta,100875
2026-08-10,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,46019
2026-08-10,Ikan Mas,Rata-rata DKI Jakarta,41560
2026-08-10,Ikan Lele,Rata-rata DKI Jakarta,30673
2026-08-10,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20667
2026-08-10,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-08-10,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51250
2026-08-10,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13236
2026-08-10,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11600
2026-08-10,Margarin Blueband Cup,Rata-rata DKI Jakarta,17740
2026-08-10,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10529
2026-08-10,Beras Medium,Rata-rata DKI Jakarta,14250
2026-08-10,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18750
2026-08-10,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22800
2026-08-10,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17223
2026-08-10,Daging Sapi,Rata-rata DKI Jakarta,149000
2026-08-10,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,39667
2026-08-10,Ikan Kembung,Rata-rata DKI Jakarta,49000
2026-08-10,Kacang Kedelai,Rata-rata DKI Jakarta,16417
2026-08-11,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15522
2026-08-11,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14450
2026-08-11,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13674
2026-08-11,Beras Muncul I,Rata-rata DKI Jakarta,15613
2026-08-11,Beras IR 42/Pera,Rata-rata DKI Jakarta,16260
2026-08-11,Beras Setra I/Premium,Rata-rata DKI Jakarta,16985
2026-08-11,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21533
2026-08-11,Cabe Merah Keriting,Rata-rata DKI Jakarta,48140
2026-08-11,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,54000
2026-08-11,Cabe Rawit Merah,Rata-rata DKI Jakarta,57800
2026-08-11,Cabe Rawit Hijau,Rata-rata DKI Jakarta,54962
2026-08-11,Bawang Merah,Rata-rata DKI Jakarta,44045
2026-08-11,Bawang Putih,Rata-rata DKI Jakarta,42626
2026-08-11,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152867
2026-08-11,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148643
2026-08-11,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42986
2026-08-11,Telur Ayam Ras,Rata-rata DKI Jakarta,27333
2026-08-11,Gula Pasir,Rata-rata DKI Jakarta,18237
2026-08-11,Tepung Terigu,Rata-rata DKI Jakarta,11567
2026-08-11,Garam Dapur,Rata-rata DKI Jakarta,4542
2026-08-11,Kentang (sedang),Rata-rata DKI Jakarta,19040
2026-08-11,Tomat Buah,Rata-rata DKI Jakarta,16883
2026-08-11,Kelapa Kupas,Rata-rata DKI Jakarta,14527
2026-08-11,Semangka,Rata-rata DKI Jakarta,13993
2026-08-11,Jeruk Medan,Rata-rata DKI Jakarta,31167
2026-08-11,Daging Kambing,Rata-rata DKI Jakarta,153167
2026-08-11,Daging Babi Berlemak,Rata-rata DKI Jakarta,97125
2026-08-11,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,45619
2026-08-11,Ikan Mas,Rata-rata DKI Jakarta,42503
2026-08-11,Ikan Lele,Rata-rata DKI Jakarta,30520
2026-08-11,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20834
2026-08-11,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,34667
2026-08-11,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,28500
2026-08-11,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13108
2026-08-11,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11967
2026-08-11,Margarin Blueband Cup,Rata-rata DKI Jakarta,17707
2026-08-11,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10333
2026-08-11,Beras Medium,Rata-rata DKI Jakarta,13833
2026-08-11,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18967
2026-08-11,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22500
2026-08-11,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17843
2026-08-11,Daging Sapi,Rata-rata DKI Jakarta,145000
2026-08-11,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,38500
2026-08-11,Ikan Kembung,Rata-rata DKI Jakarta,49333
2026-08-11,Kacang Kedelai,Rata-rata DKI Jakarta,16542
2026-08-13,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15487
2026-08-13,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14717
2026-08-13,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13792
2026-08-13,Beras Muncul I,Rata-rata DKI Jakarta,15458
2026-08-13,Beras IR 42/Pera,Rata-rata DKI Jakarta,16020
2026-08-13,Beras Setra I/Premium,Rata-rata DKI Jakarta,17140
2026-08-13,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21280
2026-08-13,Cabe Merah Keriting,Rata-rata DKI Jakarta,46527
2026-08-13,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,51617
2026-08-13,Cabe Rawit Merah,Rata-rata DKI Jakarta,57302
2026-08-13,Cabe Rawit Hijau,Rata-rata DKI Jakarta,53714
2026-08-13,Bawang Merah,Rata-rata DKI Jakarta,41969
2026-08-13,Bawang Putih,Rata-rata DKI Jakarta,42449
2026-08-13,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152000
2026-08-13,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147643
2026-08-13,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42217
2026-08-13,Telur Ayam Ras,Rata-rata DKI Jakarta,26218
2026-08-13,Gula Pasir,Rata-rata DKI Jakarta,18622
2026-08-13,Tepung Terigu,Rata-rata DKI Jakarta,11697
2026-08-13,Garam Dapur,Rata-rata DKI Jakarta,4870
2026-08-13,Kentang (sedang),Rata-rata DKI Jakarta,19546
2026-08-13,Tomat Buah,Rata-rata DKI Jakarta,17445
2026-08-13,Kelapa Kupas,Rata-rata DKI Jakarta,14487
2026-08-13,Semangka,Rata-rata DKI Jakarta,13658
2026-08-13,Jeruk Medan,Rata-rata DKI Jakarta,31483
2026-08-13,Daging Kambing,Rata-rata DKI Jakarta,152000
2026-08-13,Daging Babi Berlemak,Rata-rata DKI Jakarta,100875
2026-08-13,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,46452
2026-08-13,Ikan Mas,Rata-rata DKI Jakarta,41290
2026-08-13,Ikan Lele,Rata-rata DKI Jakarta,30833
2026-08-13,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20700
2026-08-13,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,46000
2026-08-13,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,57000
2026-08-13,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13269
2026-08-13,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11527
2026-08-13,Margarin Blueband Cup,Rata-rata DKI Jakarta,17900
2026-08-13,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10595
2026-08-13,Beras Medium,Rata-rata DKI Jakarta,13375
2026-08-13,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18833
2026-08-13,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22867
2026-08-13,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,16693
2026-08-13,Daging Sapi,Rata-rata DKI Jakarta,145000
2026-08-13,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,38167
2026-08-13,Ikan Kembung,Rata-rata DKI Jakarta,51700
2026-08-13,Kacang Kedelai,Rata-rata DKI Jakarta,19542
2026-08-14,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15505
2026-08-14,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14567
2026-08-14,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13807
2026-08-14,Beras Muncul I,Rata-rata DKI Jakarta,15363
2026-08-14,Beras IR 42/Pera,Rata-rata DKI Jakarta,16141
2026-08-14,Beras Setra I/Premium,Rata-rata DKI Jakarta,16970
2026-08-14,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21613
2026-08-14,Cabe Merah Keriting,Rata-rata DKI Jakarta,46173
2026-08-14,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50567
2026-08-14,Cabe Rawit Merah,Rata-rata DKI Jakarta,57231
2026-08-14,Cabe Rawit Hijau,Rata-rata DKI Jakarta,53821
2026-08-14,Bawang Merah,Rata-rata DKI Jakarta,43119
2026-08-14,Bawang Putih,Rata-rata DKI Jakarta,42311
2026-08-14,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,153833
2026-08-14,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148893
2026-08-14,Ayam Broiler/Ras,Rata-rata DKI Jakarta,43320
2026-08-14,Telur Ayam Ras,Rata-rata DKI Jakarta,26204
2026-08-14,Gula Pasir,Rata-rata DKI Jakarta,18754
2026-08-14,Tepung Terigu,Rata-rata DKI Jakarta,11427
2026-08-14,Garam Dapur,Rata-rata DKI Jakarta,4752
2026-08-14,Kentang (sedang),Rata-rata DKI Jakarta,19326
2026-08-14,Tomat Buah,Rata-rata DKI Jakarta,15881
2026-08-14,Kelapa Kupas,Rata-rata DKI Jakarta,14533
2026-08-14,Semangka,Rata-rata DKI Jakarta,13993
2026-08-14,Jeruk Medan,Rata-rata DKI Jakarta,31633
2026-08-14,Daging Kambing,Rata-rata DKI Jakarta,153167
2026-08-14,Daging Babi Berlemak,Rata-rata DKI Jakarta,100875
2026-08-14,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,46119
2026-08-14,Ikan Mas,Rata-rata DKI Jakarta,41607
2026-08-14,Ikan Lele,Rata-rata DKI Jakarta,30840
2026-08-14,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20667
2026-08-14,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-08-14,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51667
2026-08-14,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13311
2026-08-14,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11600
2026-08-14,Margarin Blueband Cup,Rata-rata DKI Jakarta,17923
2026-08-14,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10459
2026-08-14,Beras Medium,Rata-rata DKI Jakarta,13750
2026-08-14,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18883
2026-08-14,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22833
2026-08-14,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17223
2026-08-14,Daging Sapi,Rata-rata DKI Jakarta,149000
2026-08-14,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,37833
2026-08-14,Ikan Kembung,Rata-rata DKI Jakarta,49667
2026-08-14,Kacang Kedelai,Rata-rata DKI Jakarta,17417
2026-08-15,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15363
2026-08-15,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14129
2026-08-15,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13365
2026-08-15,Beras Muncul I,Rata-rata DKI Jakarta,15584
2026-08-15,Beras IR 42/Pera,Rata-rata DKI Jakarta,15433
2026-08-15,Beras Setra I/Premium,Rata-rata DKI Jakarta,16417
2026-08-15,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21629
2026-08-15,Cabe Merah Keriting,Rata-rata DKI Jakarta,44500
2026-08-15,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,48958
2026-08-15,Cabe Rawit Merah,Rata-rata DKI Jakarta,52833
2026-08-15,Cabe Rawit Hijau,Rata-rata DKI Jakarta,51433
2026-08-15,Bawang Merah,Rata-rata DKI Jakarta,44000
2026-08-15,Bawang Putih,Rata-rata DKI Jakarta,43067
2026-08-15,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,148125
2026-08-15,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,145375
2026-08-15,Ayam Broiler/Ras,Rata-rata DKI Jakarta,40650
2026-08-15,Telur Ayam Ras,Rata-rata DKI Jakarta,25917
2026-08-15,Gula Pasir,Rata-rata DKI Jakarta,18783
2026-08-15,Tepung Terigu,Rata-rata DKI Jakarta,11582
2026-08-15,Garam Dapur,Rata-rata DKI Jakarta,5561
2026-08-15,Kentang (sedang),Rata-rata DKI Jakarta,19351
2026-08-15,Tomat Buah,Rata-rata DKI Jakarta,16317
2026-08-15,Kelapa Kupas,Rata-rata DKI Jakarta,13992
2026-08-15,Semangka,Rata-rata DKI Jakarta,11945
2026-08-15,Jeruk Medan,Rata-rata DKI Jakarta,28542
2026-08-15,Daging Kambing,Rata-rata DKI Jakarta,154167
2026-08-15,Daging Babi Berlemak,Rata-rata DKI Jakarta,106667
2026-08-15,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,41667
2026-08-15,Ikan Mas,Rata-rata DKI Jakarta,39311
2026-08-15,Ikan Lele,Rata-rata DKI Jakarta,30222
2026-08-15,Gas Elpiji 3kg,Rata-rata DKI Jakarta,21000
2026-08-15,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,13000
2026-08-15,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,45000
2026-08-15,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,12958
2026-08-15,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11750
2026-08-15,Margarin Blueband Cup,Rata-rata DKI Jakarta,18292
2026-08-15,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10050
2026-08-15,Beras Medium,Rata-rata DKI Jakarta,14000
2026-08-15,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18667
2026-08-15,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22333
2026-08-15,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,16917
2026-08-15,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-08-15,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,35833
2026-08-15,Ikan Kembung,Rata-rata DKI Jakarta,46667
2026-08-15,Kacang Kedelai,Rata-rata DKI Jakarta,16250
2026-08-16,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15605
2026-08-16,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14534
2026-08-16,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13879
2026-08-16,Beras Muncul I,Rata-rata DKI Jakarta,15692
2026-08-16,Beras IR 42/Pera,Rata-rata DKI Jakarta,16441
2026-08-16,Beras Setra I/Premium,Rata-rata DKI Jakarta,17070
2026-08-16,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21640
2026-08-16,Cabe Merah Keriting,Rata-rata DKI Jakarta,46026
2026-08-16,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50817
2026-08-16,Cabe Rawit Merah,Rata-rata DKI Jakarta,57034
2026-08-16,Cabe Rawit Hijau,Rata-rata DKI Jakarta,52791
2026-08-16,Bawang Merah,Rata-rata DKI Jakarta,42219
2026-08-16,Bawang Putih,Rata-rata DKI Jakarta,42978
2026-08-16,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,150500
2026-08-16,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147993
2026-08-16,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42329
2026-08-16,Telur Ayam Ras,Rata-rata DKI Jakarta,26349
2026-08-16,Gula Pasir,Rata-rata DKI Jakarta,18745
2026-08-16,Tepung Terigu,Rata-rata DKI Jakarta,11477
2026-08-16,Garam Dapur,Rata-rata DKI Jakarta,4810
2026-08-16,Kentang (sedang),Rata-rata DKI Jakarta,19416
2026-08-16,Tomat Buah,Rata-rata DKI Jakarta,16796
2026-08-16,Kelapa Kupas,Rata-rata DKI Jakarta,14633
2026-08-16,Semangka,Rata-rata DKI Jakarta,13793
2026-08-16,Jeruk Medan,Rata-rata DKI Jakarta,31833
2026-08-16,Daging Kambing,Rata-rata DKI Jakarta,153250
2026-08-16,Daging Babi Berlemak,Rata-rata DKI Jakarta,107833
2026-08-16,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43262
2026-08-16,Ikan Mas,Rata-rata DKI Jakarta,41723
2026-08-16,Ikan Lele,Rata-rata DKI Jakarta,30640
2026-08-16,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-08-16,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,13000
2026-08-16,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,55000
2026-08-16,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,16319
2026-08-16,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11900
2026-08-16,Margarin Blueband Cup,Rata-rata DKI Jakarta,17947
2026-08-16,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10592
2026-08-16,Beras Medium,Rata-rata DKI Jakarta,14000
2026-08-16,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18854
2026-08-16,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23042
2026-08-16,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17604
2026-08-16,Daging Sapi,Rata-rata DKI Jakarta,149583
2026-08-16,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,39792
2026-08-16,Ikan Kembung,Rata-rata DKI Jakarta,48333
2026-08-16,Kacang Kedelai,Rata-rata DKI Jakarta,18167
2026-08-17,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15762
2026-08-17,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14603
2026-08-17,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13917
2026-08-17,Beras Muncul I,Rata-rata DKI Jakarta,15778
2026-08-17,Beras IR 42/Pera,Rata-rata DKI Jakarta,16570
2026-08-17,Beras Setra I/Premium,Rata-rata DKI Jakarta,16975
2026-08-17,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21530
2026-08-17,Cabe Merah Keriting,Rata-rata DKI Jakarta,46867
2026-08-17,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50250
2026-08-17,Cabe Rawit Merah,Rata-rata DKI Jakarta,57567
2026-08-17,Cabe Rawit Hijau,Rata-rata DKI Jakarta,54859
2026-08-17,Bawang Merah,Rata-rata DKI Jakarta,42029
2026-08-17,Bawang Putih,Rata-rata DKI Jakarta,42558
2026-08-17,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152333
2026-08-17,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,146809
2026-08-17,Ayam Broiler/Ras,Rata-rata DKI Jakarta,44245
2026-08-17,Telur Ayam Ras,Rata-rata DKI Jakarta,26053
2026-08-17,Gula Pasir,Rata-rata DKI Jakarta,18489
2026-08-17,Tepung Terigu,Rata-rata DKI Jakarta,11390
2026-08-17,Garam Dapur,Rata-rata DKI Jakarta,4573
2026-08-17,Kentang (sedang),Rata-rata DKI Jakarta,19393
2026-08-17,Tomat Buah,Rata-rata DKI Jakarta,16499
2026-08-17,Kelapa Kupas,Rata-rata DKI Jakarta,14577
2026-08-17,Semangka,Rata-rata DKI Jakarta,13742
2026-08-17,Jeruk Medan,Rata-rata DKI Jakarta,29650
2026-08-17,Daging Kambing,Rata-rata DKI Jakarta,152833
2026-08-17,Daging Babi Berlemak,Rata-rata DKI Jakarta,102833
2026-08-17,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,42712
2026-08-17,Ikan Mas,Rata-rata DKI Jakarta,43320
2026-08-17,Ikan Lele,Rata-rata DKI Jakarta,30600
2026-08-17,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20500
2026-08-17,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-08-17,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,45000
2026-08-17,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,12959
2026-08-17,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11767
2026-08-17,Margarin Blueband Cup,Rata-rata DKI Jakarta,17867
2026-08-17,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10362
2026-08-17,Beras Medium,Rata-rata DKI Jakarta,14000
2026-08-17,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18938
2026-08-17,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22500
2026-08-17,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17342
2026-08-17,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-08-17,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,37125
2026-08-17,Ikan Kembung,Rata-rata DKI Jakarta,47083
2026-08-17,Kacang Kedelai,Rata-rata DKI Jakarta,19222
2026-08-18,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15575
2026-08-18,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14620
2026-08-18,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13910
2026-08-18,Beras Muncul I,Rata-rata DKI Jakarta,15300
2026-08-18,Beras IR 42/Pera,Rata-rata DKI Jakarta,16065
2026-08-18,Beras Setra I/Premium,Rata-rata DKI Jakarta,17020
2026-08-18,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21900
2026-08-18,Cabe Merah Keriting,Rata-rata DKI Jakarta,45840
2026-08-18,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,51083
2026-08-18,Cabe Rawit Merah,Rata-rata DKI Jakarta,58120
2026-08-18,Cabe Rawit Hijau,Rata-rata DKI Jakarta,54587
2026-08-18,Bawang Merah,Rata-rata DKI Jakarta,42673
2026-08-18,Bawang Putih,Rata-rata DKI Jakarta,42100
2026-08-18,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,154567
2026-08-18,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147750
2026-08-18,Ayam Broiler/Ras,Rata-rata DKI Jakarta,43460
2026-08-18,Telur Ayam Ras,Rata-rata DKI Jakarta,26280
2026-08-18,Gula Pasir,Rata-rata DKI Jakarta,18800
2026-08-18,Tepung Terigu,Rata-rata DKI Jakarta,11647
2026-08-18,Garam Dapur,Rata-rata DKI Jakarta,4933
2026-08-18,Kentang (sedang),Rata-rata DKI Jakarta,19520
2026-08-18,Tomat Buah,Rata-rata DKI Jakarta,17077
2026-08-18,Kelapa Kupas,Rata-rata DKI Jakarta,14560
2026-08-18,Semangka,Rata-rata DKI Jakarta,13587
2026-08-18,Jeruk Medan,Rata-rata DKI Jakarta,31083
2026-08-18,Daging Kambing,Rata-rata DKI Jakarta,152833
2026-08-18,Daging Babi Berlemak,Rata-rata DKI Jakarta,103125
2026-08-18,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,47300
2026-08-18,Ikan Mas,Rata-rata DKI Jakarta,41310
2026-08-18,Ikan Lele,Rata-rata DKI Jakarta,30740
2026-08-18,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20833
2026-08-18,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-08-18,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51667
2026-08-18,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13307
2026-08-18,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11733
2026-08-18,Margarin Blueband Cup,Rata-rata DKI Jakarta,17663
2026-08-18,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10497
2026-08-18,Beras Medium,Rata-rata DKI Jakarta,13750
2026-08-18,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18950
2026-08-18,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23033
2026-08-18,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17400
2026-08-18,Daging Sapi,Rata-rata DKI Jakarta,122000
2026-08-18,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,38467
2026-08-18,Ikan Kembung,Rata-rata DKI Jakarta,49500
2026-08-18,Kacang Kedelai,Rata-rata DKI Jakarta,17750
2026-08-20,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15657
2026-08-20,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14696
2026-08-20,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13909
2026-08-20,Beras Muncul I,Rata-rata DKI Jakarta,15352
2026-08-20,Beras IR 42/Pera,Rata-rata DKI Jakarta,16174
2026-08-20,Beras Setra I/Premium,Rata-rata DKI Jakarta,17237
2026-08-20,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21371
2026-08-20,Cabe Merah Keriting,Rata-rata DKI Jakarta,47376
2026-08-20,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,52483
2026-08-20,Cabe Rawit Merah,Rata-rata DKI Jakarta,58529
2026-08-20,Cabe Rawit Hijau,Rata-rata DKI Jakarta,54300
2026-08-20,Bawang Merah,Rata-rata DKI Jakarta,42781
2026-08-20,Bawang Putih,Rata-rata DKI Jakarta,42552
2026-08-20,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,151800
2026-08-20,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147743
2026-08-20,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42556
2026-08-20,Telur Ayam Ras,Rata-rata DKI Jakarta,26161
2026-08-20,Gula Pasir,Rata-rata DKI Jakarta,18553
2026-08-20,Tepung Terigu,Rata-rata DKI Jakarta,11610
2026-08-20,Garam Dapur,Rata-rata DKI Jakarta,4746
2026-08-20,Kentang (sedang),Rata-rata DKI Jakarta,19383
2026-08-20,Tomat Buah,Rata-rata DKI Jakarta,16500
2026-08-20,Kelapa Kupas,Rata-rata DKI Jakarta,14393
2026-08-20,Semangka,Rata-rata DKI Jakarta,13733
2026-08-20,Jeruk Medan,Rata-rata DKI Jakarta,32000
2026-08-20,Daging Kambing,Rata-rata DKI Jakarta,152567
2026-08-20,Daging Babi Berlemak,Rata-rata DKI Jakarta,100625
2026-08-20,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,46786
2026-08-20,Ikan Mas,Rata-rata DKI Jakarta,40973
2026-08-20,Ikan Lele,Rata-rata DKI Jakarta,30940
2026-08-20,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20733
2026-08-20,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,46000
2026-08-20,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,57000
2026-08-20,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13286
2026-08-20,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11567
2026-08-20,Margarin Blueband Cup,Rata-rata DKI Jakarta,17570
2026-08-20,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10509
2026-08-20,Beras Medium,Rata-rata DKI Jakarta,13625
2026-08-20,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18817
2026-08-20,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23000
